directorio;secuencia_p;orden;Oficio;Rama2d_r4;Rama4d_r4;P6430;P6800;P6850;P6830;P6500;P6750;P6760;Oci;Mes;area;dpto;clase;fex_c_2011
5160306;1;1;84;95;9512;4;70;70; ; ;500000;1;1;03; ;76;1;3001,85218060399
5160311;1;1;45;22;2219;1;48;48; ;2000000; ; ;1;03; ;76;1;1852,71269590357
5160311;1;2;41;46;4690;4;48;48; ; ;1000000;1;1;03; ;76;1;1852,71269590357
5160314;1;1;45;47;4711;7;35;35; ; ; ; ;1;03; ;76;1;2073,75110839275
5160315;1;1;62;01;0123;5;24;28; ; ;0;1;1;03; ;76;1;3275,48379962593
5160316;1;1;41;47;4711;4;50;50; ; ;600000;1;1;03; ;76;1;1800,25841033354
5160316;1;2;62;01;0123;8;50;50; ;375000; ; ;1;03; ;76;1;1800,25841033354
5160318;1;1;61;01;0123;5;70;70; ; ;0;1;1;03; ;76;1;2893,42423482017
5160318;1;2;61;47;4752;4;5;2;6; ;100000;1;1;03; ;76;1;2893,42423482017
5160321;1;1;61;01;0123;5;70;70; ; ;4000000;1;1;03; ;76;1;1279,12138215145
5160321;1;2;54;88;8890;1;40;40; ;925000; ; ;1;03; ;76;1;1279,12138215145
5160322;1;1;62;01;0123;8;50;50; ;500000; ; ;1;03; ;76;1;2456,31698760148
5160322;1;2;54;88;8890;9;40;40; ; ;230000;1;1;03; ;76;1;2456,31698760148
5160323;1;1;55;81;8121;4;12;12; ; ;120000;1;1;03; ;76;1;2534,80371715865
5160324;1;1;53;56;5619;5;30;16;6; ; ;1;1;03; ;76;1;2539,0298008131
5160324;1;2;53;56;5619;1;30;16;6;240000; ; ;1;03; ;76;1;2539,0298008131
5160325;1;1;95;41;4111;4;40;0;1; ;1600000;1;1;03; ;76;1;2373,65926710012
5160326;1;1;61;01;0161;4;61;61; ; ;850000;1;1;03; ;76;1;2509,10366390905
5160326;1;2;45;46;4631;1;13;13; ;120000; ; ;1;03; ;76;1;2509,10366390905
5160327;1;1;98;49;4921;4;48;48; ; ;900000;1;1;03; ;76;1;2539,0298008131
5160327;1;2;41;47;4711;4;70;70; ; ;0;1;1;03; ;76;1;2539,0298008131
5160328;1;1;14;94;9491;1;60;60; ;1000000; ; ;1;03; ;76;1;1831,78543648284
5160329;1;1;13;85;8530;2;30;40; ;280000; ; ;1;03; ;76;1;1279,12138215145
5160330;1;1;61;01;0161;4;40;40; ; ;500000;1;1;03; ;76;1;1717,60068983218
5160331;1;1;51;56;5611;5;56;56; ; ;1000000;1;1;03; ;76;1;2534,80371715865
5160332;1;1;61;01;0161;4;40;32;6; ;1100000;1;1;03; ;76;1;2916,86328196441
5160335;1;1;62;01;0123;8;60;60; ;400000; ; ;1;03; ;76;1;1717,60068983218
5160347;1;1;03;84;8412;2;48;48; ;1185127; ; ;1;03; ;76;1;1279,12138215145
5160347;1;2;79;14;1410;4;40;40; ; ;1000000;1;1;03; ;76;1;1279,12138215145
5160348;1;1;77;47;4723;4;26;26; ; ;800000;1;1;03; ;76;1;1717,60068983218
5160349;1;2;11;86;8610;2;52;52; ;3166314; ; ;1;03; ;76;1;2999,52100246577
5160357;1;1;53;56;5611;1;60;60; ;430000; ; ;1;03; ;76;1;2717,84863146853
5160358;1;1;42;47;4759;1;48;48; ;2000000; ; ;1;03;05;05;1;2131,25016636932
5160359;1;1;51;56;5619;4;40;40; ; ;1800000;1;1;03;19;19;1;476,258862431143
5160359;1;2;58;68;6820;1;60;60; ;1200000; ; ;1;03;19;19;1;476,258862431143
5160359;1;3;45;56;5619;6;40;40; ; ; ; ;1;03;19;19;1;476,258862431143
5160360;1;1;41;47;4774;5;48;48; ; ;3000000;1;1;03;52;52;1;310,807845938686
5160360;1;2;41;47;4774;5;24;16;6; ;3000000;1;1;03;52;52;1;310,807845938686
5160361;1;1;12;69;6910;1;48;48; ;5500000; ; ;1;03;52;52;1;438,217437579027
5160361;1;2;12;69;6910;4;24;24; ; ;500000;1;1;03;52;52;1;438,217437579027
5160362;1;2;08;36;3600;2;48;48; ;1700000; ; ;1;03;52;52;1;676,940095891496
5160363;1;1;97;42;4210;1;72;72; ;2300000; ; ;1;03;52;52;1;676,234238026068
5160363;1;2;41;47;4719;4;48;48; ; ;100000;1;1;03;52;52;1;676,234238026068
5160364;1;1;03;86;8691;1;48;48; ;1500000; ; ;1;03;52;52;1;450,055698509279
5160364;1;3;03;62;6201;4;10;10; ; ;0;1;1;03;52;52;1;450,055698509279
5160365;1;1;41;47;4771;5;42;42; ; ;2100000;1;1;03;52;52;1;328,21337982618
5160366;1;1;39;86;8621;1;12;12; ;200000; ; ;1;03;52;52;1;337,838110759157
5160369;1;1;13;85;8530;2;30;30; ;3200000; ; ;1;03;52;52;1;498,032286814018
5160369;1;2;02;42;4210;5;40;40; ; ;3800000;1;1;03;52;52;1;498,032286814018
5160370;1;1;06;86;8610;4;60;60; ; ;15000000;1;1;03;52;52;1;521,505894098738
5160370;1;2;07;86;8610;4;60;60; ; ;10000000;1;1;03;52;52;1;521,505894098738
5160370;1;4;54;97;9700;3;60;60; ;500000; ; ;1;03;52;52;1;521,505894098738
5160371;1;2;53;56;5611;4;25;25; ; ;300000;1;1;03;52;52;1;426,746821835807
5160371;1;3;45;47;4752;1;44;44; ;1000000; ; ;1;03;52;52;1;426,746821835807
5160372;1;2;87;25;2511;1;44;44; ;800000; ; ;1;03;52;52;1;581,203431170555
5160372;1;3;32;61;6110;1;48;48; ;877803; ; ;1;03;52;52;1;581,203431170555
5160372;1;4;97;47;4711;1;54;60; ;877803; ; ;1;03;52;52;1;581,203431170555
5160373;1;1;33;23;2395;1;48;48; ;1100000; ; ;1;03;52;52;1;303,275461072752
5160375;1;1;02;42;4210;5;48;48; ; ;5000000;1;1;03;52;52;1;297,731886256715
5160375;1;2;20;84;8424;2;40;40; ;5200000; ; ;1;03;52;52;1;297,731886256715
5160377;1;1;13;85;8551;4;48;48; ; ;2850000;1;1;03;52;52;1;652,430174215738
5160377;1;2;03;84;8430;1;45;45; ;1500000; ; ;1;03;52;52;1;652,430174215738
5160379;1;1;02;41;4111;1;48;48; ;8000000; ; ;1;03;52;52;1;303,275461072752
5160380;1;1;12;64;6431;4;25;25; ; ;3000000;1;1;03;52;52;1;427,061554764999
5160383;1;1;06;86;8610;1;38;38; ;2850000; ; ;1;03;52;52;1;449,285686449626
5160384;1;2;39;69;6910;1;25;25; ;900000; ; ;1;03;52;52;1;400,398585168536
5160384;1;3;32;85;8544;2;40;40; ;3100000; ; ;1;03;52;52;1;400,398585168536
5160385;1;1;41;47;4771;5;48;48; ; ;5000000;1;1;03;52;52;1;491,935454032718
5160386;1;1;77;10;1081;5;48;48; ; ;2000000;1;1;03;52;52;1;324,04185097153
5160387;1;1;21;41;4111;5;40;40; ; ;4000000;1;1;03;52;52;1;492,400175867025
5160389;1;1;33;47;4711;1;44;44; ;1300000; ; ;1;03;52;52;1;720,50270352933
5160390;1;1;45;45;4530;1;45;45; ;980657; ; ;1;03;52;52;1;625,505638462551
5160391;1;1;13;85;8530;2;30;30; ;3900000; ; ;1;03;52;52;1;293,765672213137
5160393;1;1;33;56;5613;1;60;60; ;500000; ; ;1;03;52;52;1;340,148081117614
5160394;1;1;19;87;8790;4;40;40; ; ;1913000;1;1;03;52;52;1;768,771253338265
5160394;1;2;21;87;8790;4;40;40; ; ;3000000;1;1;03;52;52;1;768,771253338265
5160395;1;1;39;85;8544;1;54;54; ;1090000; ; ;1;03;52;52;1;652,430174215738
5160395;1;2;32;85;8544;1;54;54; ;1500000; ; ;1;03;52;52;1;652,430174215738
5160397;1;1;45;47;4741;1;48;48; ;800000; ; ;1;03;52;52;1;676,940095891496
5160397;1;2;45;47;4711;1;48;48; ;980657; ; ;1;03;52;52;1;676,940095891496
5160398;1;1;33;64;6412;1;43;43; ;1490000; ; ;1;03;52;52;1;605,932393525255
5160398;1;2;33;64;6412;1;40;40; ;1800000; ; ;1;03;52;52;1;605,932393525255
5160399;1;1;57;96;9602;4;60;60; ; ;600000;1;1;03;52;52;1;310,590221647272
5160401;1;1;32;64;6499;1;48;48; ;877803; ; ;1;03;52;52;1;337,838110759157
5160402;1;1;02;42;4210;5;48;48; ; ;14000000;1;1;03;52;52;1;555,628598241775
5160402;1;2;11;69;6920;4;40;40; ; ;1700000;1;1;03;52;52;1;555,628598241775
5160403;1;1;95;41;4111;1;45;45; ;700000; ; ;1;03;52;52;1;82,4400672347098
5160403;1;2;53;56;5611;1;40;40; ;480000; ; ;1;03;52;52;1;82,4400672347098
5160403;1;3;53;56;5611;1;40;40; ;400000; ; ;1;03;52;52;1;82,4400672347098
5160403;1;5;45;47;4771;1;48;48; ;400000; ; ;1;03;52;52;1;82,4400672347098
5160404;1;2;59;92;9200;1;60;60; ;700000; ; ;1;03;52;52;1;75,3995137107252
5160404;1;4;45;47;4782;4;35;35; ; ;700000;1;1;03;52;52;1;75,3995137107252
5160404;1;6;95;41;4111;4;50;50; ; ;1200000;1;1;03;52;52;1;75,3995137107252
5160405;1;1;79;15;1512;5;45;45; ; ;600000;1;1;03;52;52;1;75,8438538742522
5160405;1;2;80;15;1512;4;40;40; ; ;120000;1;1;03;52;52;1;75,8438538742522
5160406;1;1;99;46;4665;4;35;35; ; ;200000;1;1;03;52;52;1;102,301027322226
5160407;1;1;81;31;3110;1;48;48; ;600000; ; ;1;03;52;52;1;87,9603946986381
5160408;1;1;97;96;9609;4;4;4; ; ;12000;1;1;03;52;52;1;66,4424795007309
5160408;1;2;45;47;4711;1;50;50; ;150000; ; ;1;03;52;52;1;66,4424795007309
5160408;1;3;45;47;4729;1;60;60; ;1000000; ; ;1;03;52;52;1;66,4424795007309
5160408;1;4;45;10;1051;1;40;0;1;877803; ; ;1;03;52;52;1;66,4424795007309
5160409;1;1;99;38;3830;4;30;30; ; ;200000;1;1;03;52;52;1;55,7991589138139
5160409;1;2;99;38;3830;6;6;6; ; ; ; ;1;03;52;52;1;55,7991589138139
5160409;1;3;98;49;4921;4;36;36; ; ;300000;1;1;03;52;52;1;55,7991589138139
5160410;1;1;21;74;7420;4;48;48; ; ;3000000;1;1;03;52;52;1;470,789037917335
5160411;1;1;95;41;4111;1;40;40; ;800000; ; ;1;03;52;52;1;365,398224042332
5160412;1;1;94;32;3210;4;48;48; ; ;1500000;1;1;03;52;52;1;570,101811906078
5160412;1;2;33;47;4759;1;48;48; ;877803; ; ;1;03;52;52;1;570,101811906078
5160413;1;1;58;10;1011;1;48;48; ;980657; ; ;1;03;52;52;1;570,971350218115
5160413;1;2;55;81;8121;4;6;6; ; ;100000;1;1;03;52;52;1;570,971350218115
5160414;1;1;98;49;4921;4;40;40; ; ;600000;1;1;03;52;52;1;365,398224042332
5160414;1;2;41;47;4711;4;60;60; ; ;300000;1;1;03;52;52;1;365,398224042332
5160415;1;1;98;49;4923;1;66;66; ;1000000; ; ;1;03;52;52;1;292,67062364946
5160416;1;1;97;47;4711;1;52;52; ;945000; ; ;1;03;52;52;1;376,986885888291
5160417;1;1;41;47;4773;4;40;40; ; ;877803;1;1;03;52;52;1;439,983220943334
5160417;1;3;11;47;4773;1;48;48; ;800000; ; ;1;03;52;52;1;439,983220943334
5160418;1;1;98;49;4921;4;10;10; ; ;80000;1;1;03;52;52;1;742,195734384841
5160419;1;1;33;47;4754;1;28;28; ;550000; ; ;1;03;52;52;1;364,221670143204
5160420;1;2;98;49;4921;1;72;72; ;1300000; ; ;1;03;52;52;1;572,026593741413
5160420;1;3;33;64;6499;1;54;54; ;1100000; ; ;1;03;52;52;1;572,026593741413
5160421;1;1;45;56;5619;4;35;35; ; ;400000;1;1;03;52;52;1;351,827941879022
5160421;1;2;97;41;4111;1;46;46; ;877803; ; ;1;03;52;52;1;351,827941879022
5160421;1;3;93;41;4111;1;48;48; ;877803; ; ;1;03;52;52;1;351,827941879022
5160422;1;1;80;95;9523;4;25;25; ; ;70000;1;1;03;52;52;1;443,942512686992
5160422;1;3;59;86;8610;1;36;36; ;877803; ; ;1;03;52;52;1;443,942512686992
5160423;1;1;45;45;4530;1;44;44; ;877803; ; ;1;03;52;52;1;628,068485239927
5160423;1;2;41;47;4773;5;16;16; ; ;500000;1;1;03;52;52;1;628,068485239927
5160424;1;1;03;95;9511;4;35;35; ; ;500000;1;1;03;52;52;1;454,913191609128
5160425;1;1;58;84;8412;1;48;48; ;1100000; ; ;1;03;52;52;1;553,860078456679
5160425;1;3;54;97;9700;3;60;60; ;300000; ; ;1;03;52;52;1;553,860078456679
5160426;1;1;98;49;4921;4;48;48; ; ;600000;1;1;03;52;52;1;314,939901883242
5160427;1;1;56;96;9601;4;28;28; ; ;250000;1;1;03;52;52;1;234,735995534112
5160427;1;2;80;15;1512;4;40;40; ; ;200000;1;1;03;52;52;1;234,735995534112
5160428;1;1;13;85;8544;1;40;40; ;3000000; ; ;1;03;52;52;1;424,07961324023
5160428;1;2;13;85;8544;1;16;16; ;1496000; ; ;1;03;52;52;1;424,07961324023
5160429;1;1;58;84;8423;2;60;60; ;1900000; ; ;1;03;52;52;1;361,158588857154
5160429;1;2;19;94;9499;4;48;48; ; ;2200000;1;1;03;52;52;1;361,158588857154
5160430;1;1;39;47;4759;1;44;44; ;1500000; ; ;1;03;52;52;1;422,574043272511
5160430;1;2;03;47;4754;1;54;54; ;900000; ; ;1;03;52;52;1;422,574043272511
5160430;1;4;95;42;4210;1;48;53; ;1400000; ; ;1;03;52;52;1;422,574043272511
5160431;1;1;45;47;4781;4;48;48; ; ;600000;1;1;03;52;52;1;324,798421370962
5160432;1;1;81;31;3110;5;48;48; ; ;1200000;1;1;03;52;52;1;454,913191609128
5160433;1;1;11;84;8415;2;40;40; ;27000000; ; ;1;03;52;52;1;429,731062574858
5160434;1;2;13;85;8530;2;35;35; ;3500000; ; ;1;03;52;52;1;213,777959106513
5160434;1;3;08;85;8530;1;40;40; ;877803; ; ;1;03;52;52;1;213,777959106513
5160434;1;5;98;49;4921;4;66;66; ; ;1500000;1;1;03;52;52;1;213,777959106513
5160435;1;1;07;86;8610;1;45;45; ;2400000; ; ;1;03;52;52;1;421,450407134929
5160436;1;3;59;86;8621;1;48;48; ;877803; ; ;1;03;52;52;1;397,200052968791
5160439;1;2;45;47;4772;7;48;48; ; ; ; ;1;03;52;52;1;190,120091288886
5160440;1;1;21;45;4520;4;48;48; ; ;1000000;1;1;03;52;52;1;409,32869726813
5160440;1;2;19;86;8610;1;48;48; ;2200000; ; ;1;03;52;52;1;409,32869726813
5160441;1;1;53;56;5611;1;56;56; ;877803; ; ;1;03;52;52;1;301,673656847973
5160442;1;1;59;73;7310;4;40;40; ; ;200000;1;1;03;52;52;1;495,729571859668
5160443;1;1;58;84;8422;2;60;60; ;1800000; ; ;1;03;52;52;1;568,64148951141
5160444;1;1;11;84;8415;2;40;40; ;2900000; ; ;1;03;52;52;1;492,759607432265
5160445;1;1;11;84;8413;2;40;40; ;2390000; ; ;1;03;52;52;1;388,180907453441
5160446;1;1;45;45;4530;1;48;48; ;877803; ; ;1;03;52;52;1;583,109468205317
5160446;1;2;41;47;4773;4;42;42; ; ;800000;1;1;03;52;52;1;583,109468205317
5160447;1;1;55;81;8121;4;30;30; ; ;350000;1;1;03;52;52;1;473,157715799437
5160448;1;1;98;49;4921;4;72;72; ; ;700000;1;1;03;52;52;1;451,448236071442
5160448;1;2;45;47;4759;1;42;42; ;300000; ; ;1;03;52;52;1;451,448236071442
5160449;1;1;94;32;3290;4;70;70; ; ;500000;1;1;03;52;52;1;486,32161739806
5160449;1;2;79;14;1410;1;48;48; ;877803; ; ;1;03;52;52;1;486,32161739806
5160450;1;1;39;82;8219;6;10;10; ; ; ; ;1;03;52;52;1;293,343930005371
5160450;1;3;45;47;4792;4;15;15; ; ;40000;1;1;03;52;52;1;293,343930005371
5160451;1;1;59;84;8424;2;36;36; ;1600000; ; ;1;03;52;52;1;564,310295089303
5160451;1;2;59;86;8610;2;36;36; ;1500000; ; ;1;03;52;52;1;564,310295089303
5160452;1;1;58;84;8422;2;70;70; ;2300000; ; ;1;03;52;52;1;568,64148951141
5160453;1;1;77;10;1011;4;50;50; ; ;400000;1;1;03;52;52;1;371,421142873016
5160453;1;2;86;56;5630;1;16;16; ;400000; ; ;1;03;52;52;1;371,421142873016
5160454;1;1;85;47;4754;1;55;55; ;980657; ; ;1;03;52;52;1;348,988410294169
5160454;1;3;79;13;1392;4;45;45; ; ;1200000;1;1;03;52;52;1;348,988410294169
5160455;1;1;98;49;4923;4;50;50; ; ;800000;1;1;03;52;52;1;454,809663631256
5160455;1;2;77;56;5619;4;40;40; ; ;350000;1;1;03;52;52;1;454,809663631256
5160456;1;1;57;96;9602;5;65;65; ; ;600000;1;1;03;52;52;1;428,232158914769
5160456;1;2;11;69;6920;4;25;25; ; ;500000;1;1;03;52;52;1;428,232158914769
5160457;1;1;44;45;4512;4;40;40; ; ;600000;1;1;03;52;52;1;301,389426364787
5160458;1;1;98;49;4921;4;40;40; ; ;600000;1;1;03;52;52;1;436,351015864417
5160458;1;2;59;86;8610;4;36;0;1; ;1000000;1;1;03;52;52;1;436,351015864417
5160459;1;1;45;45;4530;1;24;24; ;300000; ; ;1;03;52;52;1;504,423796378885
5160460;1;1;59;86;8622;1;44;44; ;877803; ; ;1;03;52;52;1;372,708265976727
5160463;1;2;55;84;8413;1;40;40; ;877803; ; ;1;03;52;52;1;236,739382857624
5160463;1;3;57;96;9602;4;30;30; ; ;800000;1;1;03;52;52;1;236,739382857624
5160463;1;4;45;47;4729;1;25;25; ;800000; ; ;1;03;52;52;1;236,739382857624
5160464;1;5;97;82;8292;4;2;2; ; ;10000;1;1;03;52;52;1;290,915239527876
5160464;1;7;08;95;9511;4;4;4; ; ;250000;1;1;03;52;52;1;290,915239527876
5160465;1;1;53;56;5611;1;48;48; ;877803; ; ;1;03;52;52;1;301,322678119966
5160466;1;1;54;97;9700;3;48;48; ;500000; ; ;1;03;52;52;1;244,73090842605
5160467;1;1;98;46;4661;1;60;60; ;877803; ; ;1;03;52;52;1;314,939901883242
5160468;1;1;93;43;4330;4;40;40; ; ;300000;1;1;03;52;52;1;418,479144815409
5160468;1;2;53;56;5619;4;30;30; ; ;250000;1;1;03;52;52;1;418,479144815409
5160469;1;1;93;41;4111;1;48;48; ;890000; ; ;1;03;52;52;1;366,991972996353
5160470;1;1;94;32;3290;4;35;35; ; ;500000;1;1;03;52;52;1;348,600670135436
5160470;1;2;94;32;3290;6;35;35; ; ; ; ;1;03;52;52;1;348,600670135436
5160471;1;1;02;42;4290;1;50;50; ;1200000; ; ;1;03;52;52;1;473,978206628692
5160472;1;1;97;10;1089;1;48;48; ;900000; ; ;1;03;52;52;1;424,07961324023
5160472;1;2;41;47;4711;4;60;60; ; ;800000;1;1;03;52;52;1;424,07961324023
5160474;1;1;40;47;4773;1;54;54; ;1950000; ; ;1;03;52;52;1;438,508775264282
5160475;1;1;41;47;4773;5;36;36; ; ;700000;1;1;03;52;52;1;598,990274244729
5160489;1;1;53;56;5619;4;25;25; ; ;160000;1;1;03; ;20;1;1001,77532926307
5160490;1;2;45;47;4792;4;24;24; ; ;300000;1;1;03; ;20;1;1267,11802958335
5160491;1;1;79;14;1410;4;30;30; ; ;400000;1;1;03; ;20;1;1056,66489506409
5160492;1;1;41;45;4530;4;80;80; ; ;0;1;1;03; ;20;1;846,218084708573
5160493;1;2;55;84;8424;1;20;20; ;300000; ; ;1;03; ;20;1;748,121671807604
5160493;1;3;98;49;4921;4;70;70; ; ;800000;1;1;03; ;20;1;748,121671807604
5160495;1;1;45;56;5619;4;35;35; ; ;200000;1;1;03; ;20;1;1094,6004361418
5160495;1;3;45;47;4781;4;49;49; ; ;200000;1;1;03; ;20;1;1094,6004361418
5160496;1;1;03;43;4329;4;48;48; ; ;1500000;1;1;03; ;20;1;1388,87955765158
5160496;1;2;53;88;8890;9;30;30; ; ;200000;1;1;03; ;20;1;1388,87955765158
5160496;1;3;54;88;8890;1;48;48; ;877000; ; ;1;03; ;20;1;1388,87955765158
5160500;1;1;84;45;4542;4;48;48; ; ;700000;1;1;03; ;20;1;1274,86033489688
5160501;1;1;13;85;8530;2;40;40; ;3500000; ; ;1;03; ;20;1;717,292862545703
5160504;1;1;50;56;5611;1;84;84; ;750000; ; ;1;03; ;20;1;1196,06869640129
5160505;1;2;98;49;4923;4;42;42; ; ;200000;1;1;03; ;20;1;1606,38979554051
5160505;1;3;98;49;4921;4;60;60; ; ;800000;1;1;03; ;20;1;1606,38979554051
5160507;1;1;77;56;5619;4;8;8; ; ;50000;1;1;03; ;20;1;817,960541299188
5160507;1;2;77;56;5619;4;8;8; ; ;50000;1;1;03; ;20;1;817,960541299188
5160508;1;1;62;01;0161;4;48;0;6; ;0;1;1;03; ;20;1;1145,94143689775
5160511;1;3;53;56;5611;4;40;40; ; ;600000;1;1;03; ;20;1;827,757196091595
5160512;1;2;98;49;4921;4;60;60; ; ;600000;1;1;03; ;20;1;980,5812133871
5160513;1;1;13;85;8530;2;40;40; ;2040000; ; ;1;03; ;20;1;1800,78975340369
5160517;1;1;41;46;4631;4;48;48; ; ;800000;1;1;03; ;20;1;884,147301622544
5160523;1;2;93;45;4520;4;60;60; ; ;700000;1;1;03; ;20;1;991,059792561432
5160526;1;1;99;45;4520;4;84;84; ; ;350000;1;1;03; ;20;1;1884,61574039421
5160527;1;1;41;47;4771;4;40;40; ; ;1200000;1;1;03; ;20;1;1396,04325174622
5160529;1;1;41;47;4711;5;84;84; ; ;300000;1;1;03; ;20;1;1572,69434561546
5160531;1;1;61;01;0161;4;48;48; ; ;400000;1;1;03; ;20;1;1274,86033489688
5160532;1;1;45;47;4781;4;60;60; ; ;800000;1;1;03; ;20;1;2054,34314429794
5160532;1;2;53;56;5611;1;42;42; ;500000; ; ;1;03; ;20;1;2054,34314429794
5160536;1;1;54;88;8890;1;40;40; ;877000; ; ;1;03; ;20;1;931,117844423478
5160537;1;1;95;41;4111;4;44;44; ; ;0;1;1;03; ;20;1;1274,86033489688
5160538;1;1;41;47;4723;4;42;42; ; ;100000;1;1;03; ;20;1;1640,19816035427
5160538;1;3;98;49;4921;4;56;56; ; ;250000;1;1;03; ;20;1;1640,19816035427
5160539;1;1;53;56;5611;1;64;64; ;560000; ; ;1;03; ;20;1;1292,50260816584
5160540;1;2;13;85;8530;2;40;40; ;2200000; ; ;1;03; ;20;1;1374,84913587024
5160541;1;1;95;41;4111;4;44;44; ; ;240000;1;1;03; ;20;1;1278,41522410569
5160542;1;1;61;01;0161;4;50;50; ; ;600000;1;1;03; ;20;1;1481,52466928182
5160542;1;7;61;01;0161;4;46;46; ; ;400000;1;1;03; ;20;1;1481,52466928182
5160543;1;1;61;01;0121;4;70;70; ; ;840000;1;1;03; ;20;1;1087,49370432599
5160545;1;1;77;10;1011;4;40;40; ; ;750000;1;1;03; ;20;1;1191,03434790636
5160545;1;3;53;56;5629;4;35;35; ; ;300000;1;1;03; ;20;1;1191,03434790636
5160548;1;1;21;61;6190;1;60;60; ;600000; ; ;1;03; ;20;1;1181,98131234113
5160548;1;2;53;85;8521;1;50;50; ;288000; ; ;1;03; ;20;1;1181,98131234113
5160550;1;1;45;47;4781;4;40;40; ; ; ;1;1;03; ;20;1;927,745997064964
5160550;1;2;77;47;4723;6;20;20; ; ; ; ;1;03; ;20;1;927,745997064964
5160551;1;1;61;01;0113;4;40;40; ; ;600000;1;1;03; ;20;1;766,519273982017
5160551;1;3;45;47;4711;1;77;77; ;750000; ; ;1;03; ;20;1;766,519273982017
5160552;1;1;41;56;5611;4;16;16; ; ;100000;1;1;03; ;20;1;1122,03631760137
5160552;1;2;95;41;4111;4;48;0;6; ;0;1;1;03; ;20;1;1122,03631760137
5160552;1;3;33;47;4754;4;8;8; ; ;60000;1;1;03; ;20;1;1122,03631760137
5160553;1;1;41;47;4721;4;60;60; ; ; ;1;1;03; ;20;1;1058,09371623513
5160553;2;1;54;97;9700;3;40;40; ;200000; ; ;1;03; ;20;1;1058,09371623513
5160554;1;1;45;56;5619;1;90;90; ;300000; ; ;1;03; ;20;1;1590,33357228262
5160555;1;1;98;49;4923;4;40;40; ; ;900000;1;1;03; ;20;1;1672,68314658883
5160555;1;2;57;96;9602;4;14;14; ; ;150000;1;1;03; ;20;1;1672,68314658883
5160556;1;1;62;01;0126;1;48;48; ;964000; ; ;1;03; ;20;1;1776,04074831891
5160556;1;2;03;01;0126;1;48;48; ;1040000; ; ;1;03; ;20;1;1776,04074831891
5160557;1;1;17;94;9491;4;6;6; ; ;100000;1;1;03; ;20;1;1045,94935836245
5160558;1;1;54;97;9700;3;40;40; ;200000; ; ;1;03; ;20;1;1438,33121693694
5160559;1;1;13;85;8513;2;48;48; ;3200000; ; ;1;03; ;20;1;592,795058613478
5160560;1;2;77;47;4723;4;40;30;6; ;300000;1;1;03; ;20;1;1142,383270127
5160561;1;1;79;14;1410;1;56;56; ;700000; ; ;1;03; ;20;1;992,722293697845
5160562;1;2;97;42;4210;4;48;48; ; ;1600000;1;1;03; ;20;1;1656,52033260598
5160563;1;1;95;41;4111;4;40;40; ; ;0;1;1;03; ;20;1;980,5812133871
5160563;1;2;41;47;4721;4;4;4; ; ;20000;1;1;03; ;20;1;980,5812133871
5160565;1;1;45;56;5619;4;40;40; ; ;300000;1;1;03; ;20;1;1060,04306658635
5160566;1;1;43;46;4620;4;50;50; ; ;1500000;1;1;03; ;20;1;1381,77282583576
5160566;1;2;94;32;3210;4;15;15; ; ;100000;1;1;03; ;20;1;1381,77282583576
5160567;1;1;99;38;3811;4;40;0;6; ;0;1;1;03; ;20;1;1164,39600135098
5160569;1;1;58;80;8010;4;48;30;6; ;400000;1;1;03; ;20;1;1669,12825738002
5160573;1;1;97;52;5224;4;40;40; ; ;300000;1;1;03; ;20;1;1164,39600135098
5160579;1;1;41;47;4711;4;60;60; ; ;500000;1;1;03; ;20;1;1790,31117422936
5160580;1;1;33;52;5221;2;50;54; ;890000; ; ;1;03; ;20;1;731,323284327039
5160581;1;1;62;01;0111;8;48;48; ;700000; ; ;1;03; ;20;1;1136,88840133253
5160582;1;1;95;41;4111;4;46;46; ; ;400000;1;1;03; ;20;1;1200,83100269877
5160582;1;2;79;95;9529;4;12;6;6; ;20000;1;1;03; ;20;1;1200,83100269877
5160583;1;1;55;81;8121;4;40;30;6; ;200000;1;1;03; ;20;1;769,315787683577
5160583;1;2;61;01;0162;4;40;40; ; ;500000;1;1;03; ;20;1;769,315787683577
5160584;1;1;95;41;4111;4;48;48; ; ;400000;1;1;03; ;20;1;1067,96208958643
5160584;1;2;79;14;1410;4;40;40; ; ;200000;1;1;03; ;20;1;1067,96208958643
5160585;1;1;41;47;4722;4;40;40; ; ;400000;1;1;03; ;20;1;1385,32771504458
5160585;1;3;62;01;0141;8;50;50; ;400000; ; ;1;03; ;20;1;1385,32771504458
5160586;1;2;21;49;4922;1;60;60; ;1800000; ; ;1;03; ;20;1;592,795058613478
5160587;1;1;39;86;8621;1;48;48; ;1000000; ; ;1;03; ;20;1;1296,05445077285
5160588;1;2;98;47;4722;1;30;30; ;240000; ; ;1;03; ;20;1;1402,96694171173
5160589;1;1;45;47;4799;4;60;60; ; ;300000;1;1;03; ;20;1;824,20535348459
5160590;1;2;32;94;9491;1;30;30; ;500000; ; ;1;03; ;20;1;980,5812133871
5160591;1;1;61;01;0161;4;50;50; ; ;800000;1;1;03; ;20;1;1271,30849228987
5160592;1;1;98;49;4921;4;70;70; ; ;300000;1;1;03; ;20;1;855,034162746492
5160592;1;2;41;56;5619;4;35;35; ; ;30000;1;1;03; ;20;1;855,034162746492
5160593;1;1;61;01;0113;4;40;40; ; ;600000;1;1;03; ;20;1;1181,98131234113
5160593;1;2;41;47;4711;4;60;60; ; ;300000;1;1;03; ;20;1;1181,98131234113
